bank,district,state,blood_group,short_units
Indra Hospital Component Blood Centre,Varanasi,Uttar Pradesh,AB+,2
Chandrani Hospital Blood Andcomponent Centre,Lakhimpur Kheri,Uttar Pradesh,AB+,1
Krishna Multi-Speciality Hospital Blood And Component Centre,Prayagraj,Uttar Pradesh,AB+,2
Dr Lal Singh Memorial Hospital And Blood Centre,Moradabad,Uttar Pradesh,AB+,3
Rotary Blood Centre,Mathura,Uttar Pradesh,AB+,1
Apex Hospital Component Blood Bank,Varanasi,Uttar Pradesh,AB+,3
Charak Hospital Blood And Component Centre Barabanki,Bara Banki,Uttar Pradesh,AB+,3
Ojaswi Charitable Blood Center Bareilly,Bareilly,Uttar Pradesh,AB+,2
Panacea Blood Centre,Amroha,Uttar Pradesh,AB+,2
Lbs Hospital Blood And Component Centre,Bara Banki,Uttar Pradesh,AB+,3
Sarvodya Blood And Component Centre Charitable,Bijnor,Uttar Pradesh,AB+,2
Crest Hospital Blood Centre A Unit Of R.G. Healthcare Projects,Moradabad,Uttar Pradesh,AB+,3
Shine Charitable Blood Centre,Meerut,Uttar Pradesh,AB+,3
Paras Healthcare Limited Blood Centre,Kanpur Nagar,Uttar Pradesh,AB+,2
Lucknow Hospitals And Medical Charitable Blood Center,Lucknow,Uttar Pradesh,AB+,2
Blood Centre Vivekanand Hospital,Moradabad,Uttar Pradesh,AB+,1
Jeevansh Charitable Blood Centre,Meerut,Uttar Pradesh,AB+,2
Ram Ratan Hospital Blood Centre (A Unit Of Rr Life Sciences Pvt.Ltd)( Operated By Fortis Hospital),Gautam Buddha Nagar,Uttar Pradesh,AB+,3
Universal Blood Centre (Inside R.B. Hospital),Hardoi,Uttar Pradesh,AB+,3
R.K.Charitable Blood Centre,Ghaziabad,Uttar Pradesh,AB+,2
R.R. Healthcare Blood Centre,Moradabad,Uttar Pradesh,AB+,2
Tejas Hospital Blood Centre,Moradabad,Uttar Pradesh,AB+,1
Ayushman Blood Centre,Bijnor,Uttar Pradesh,AB+,1
Yashoda Medicity Blood Centre Indirapuram,Ghaziabad,Uttar Pradesh,AB+,3
Amrit Charitable Blood Centre,Agra,Uttar Pradesh,AB+,3
Shama Charitable Blood Centre,Muzaffarnagar,Uttar Pradesh,AB+,1
Sai Hospital Blood Center,Sonbhadra,Uttar Pradesh,AB+,1
Future Care Charitable Blood Centre,Balrampur,Uttar Pradesh,AB+,3
United Blood Centre,Jhansi,Uttar Pradesh,AB+,2
DIST HOSPITAL BLOOD BANK MAU,Mau,Uttar Pradesh,AB+,3
City Super Speciality Hospital,Bara Banki,Uttar Pradesh,AB+,2
MAHAMAYA RAJKIYA ALLOPATHIC MEDICAL COLLEGE,Ambedkar Nagar,Uttar Pradesh,AB+,3
Vital Charitable Blood Centre,Meerut,Uttar Pradesh,AB+,1
Sarvodya Charitable Blood Centre,Muzaffarnagar,Uttar Pradesh,AB+,3
Prakash Hospital Blood Centre,Gautam Buddha Nagar,Uttar Pradesh,AB+,2
Blood Centre.Dr.K.K.B.Memorial Subharti Hospital,Dehradun,Uttarakhand,AB+,3
Shree Krishna Blood Centre,Udham Singh Nagar,Uttarakhand,AB+,3
IMA Blood Center of Uttarakhand,Dehradun,Uttarakhand,AB+,3
Bhagwan Buddha Charitable Blood Centre,Dehradun,Uttarakhand,AB+,2
Pulse Blood Center Dehradun UK,Dehradun,Uttarakhand,AB+,1
Kailash Hospital,Dehradun,Uttarakhand,AB+,3
Uttarakhand Blood Centre,Dehradun,Uttarakhand,AB+,1
Manya Charitable Blood Centre,Dehradun,Uttarakhand,AB+,1
New Life Line Charitable Blood Centre,Udham Singh Nagar,Uttarakhand,AB+,2
Blood Centre Bageshwar,Bageshwar,Uttarakhand,AB+,2
B D Pandey District Hospital Pithoragarh,Pithoragarh,Uttarakhand,AB+,3
"Blood Centre, Esic Hospital And Odc (E.Z.) Joka, Kolkata-104",Kolkata,West Bengal,AB+,1
Indian Institute Of Liver And Digestive Sciences Blood Centre,South Twenty Four Parganas,West Bengal,AB+,1
BALURGHAT DISTRICT HOSPITAL BLOOD BANK,Dakshin Dinajpur,West Bengal,AB+,2
Canning Subdivisional Hospital Blood Centre,South Twenty Four Parganas,West Bengal,AB+,2
Kalna S.D. Hospital Blood Centre,Purba Bardhaman,West Bengal,AB+,3
Jangipur S.D. Hospital Blood Centre,Murshidabad,West Bengal,AB+,1
Nayagram  Blood Centre,Jhargram,West Bengal,AB+,2
Baruipur Sdh,South Twenty Four Parganas,West Bengal,AB+,2
Dinhata Sdh Blood Centre,Cooch Behar,West Bengal,AB+,1
Kakdwip Sdh Blood Centre,South Twenty Four Parganas,West Bengal,AB+,3
College of Medicine & Sagore Dutta Hospital,North Twenty Four Parganas,West Bengal,AB+,1
Metiaburuz Super Speciality Hospital Blood Bank,South Twenty Four Parganas,West Bengal,AB+,2
S.D. Hospital  Kalimpong,Kalimpong,West Bengal,AB+,3
Barjora Super Speciality Hospital Blood Centre,Bankura,West Bengal,AB+,2
Nadia District Hospital Blood Bank,Nadia,West Bengal,AB+,1
Midnapur Medical College And Hospital,Paschim Medinipur,West Bengal,AB+,1
Diamond Harbour Govt Medical College And Hospital Blood Centre,South Twenty Four Parganas,West Bengal,AB+,3
College of medicine and J NM Hospital,Nadia,West Bengal,AB+,2
Belle Vue Clinic Blood Centre,Kolkata,West Bengal,AB+,1
SHARANYA BLOOD CENTRE PURBA BARDHAMAN,Purba Bardhaman,West Bengal,AB+,1
"Blood Center,Aiims,Kalyani",Nadia,West Bengal,AB+,2
"Blood Centre,Kpc Medical College And Hospital",Kolkata,West Bengal,AB+,2
Aapadbandhu Blood Center Guntur,Guntur,Andhra Pradesh,AB-,6
Indian Red Cross Society Blood Centre Nellore,Sri Potti Sriramulu Nellore,Andhra Pradesh,AB-,6
Bsu Rdt Kalyandurgam Private,Ananthapuramu,Andhra Pradesh,AB-,6
Narayana Medical College And Hospital Blood Centre,Sri Potti Sriramulu Nellore,Andhra Pradesh,AB-,7
"Government Blood Bank, GGH, Kakinada",Kakinada,Andhra Pradesh,AB-,6
Area Hospital Blood Centre Kadiri,Sri Sathya Sai,Andhra Pradesh,AB-,7
SIDDARTHA VOLUNTARY BLOOD BANK,Kakinada,Andhra Pradesh,AB-,7
Fathima Institute Of Medical Sciences Blood Centre,Y.S.R.,Andhra Pradesh,AB-,7
Dr. Ysr-Jakkampudi Rammohan Rao Blood Centre,East Godavari,Andhra Pradesh,AB-,7
District Hospital Blood Center Parvathipuram Manyam,Parvathipuram Manyam,Andhra Pradesh,AB-,7
Area Hospital Blood Centre Gudur,Sri Potti Sriramulu Nellore,Andhra Pradesh,AB-,7
Bruhada Blood Center,Y.S.R.,Andhra Pradesh,AB-,7
"Government Maternity Hospital Blood Centre, Tirupati",Tirupati,Andhra Pradesh,AB-,6
Sreenitha Voluntary Blood Centre Ananthapuram,Ananthapuramu,Andhra Pradesh,AB-,7
Indian Red Cross Society Blood Centre Kavalii,Sri Potti Sriramulu Nellore,Andhra Pradesh,AB-,6
All India Institute Of Medical Sciences Blood Centre Mangalagiri,Guntur,Andhra Pradesh,AB-,7
Mother Blood Centre Visakhapatnam,Visakhapatnam,Andhra Pradesh,AB-,6
Moksha Blood Center Srikakulam,Srikakulam,Andhra Pradesh,AB-,7
Medipulse Blood Centre Kurnool,Kurnool,Andhra Pradesh,AB-,7
Dr. Pinnamaneni Siddhartha Institute of Medical Sciences & Research Foundation,Krishna,Andhra Pradesh,AB-,7
Nandyal Blood Centre,Nandyal,Andhra Pradesh,AB-,6
Rural Development Trust Hospital Blood Bank,Sri Sathya Sai,Andhra Pradesh,AB-,7
Chaitanya Blood Centre Ananthapur,Ananthapuramu,Andhra Pradesh,AB-,7
Sri Satya Sai Institute Of Higher Medical Sciences Blood Centre,Sri Sathya Sai,Andhra Pradesh,AB-,7
Ntr Memorial Trust Blood Centre Visakhapatnam,Visakhapatnam,Andhra Pradesh,AB-,7
Needs Tenali Blood Bank,Guntur,Andhra Pradesh,AB-,7
Navajeevan Blood Centre,Kakinada,Andhra Pradesh,AB-,7
Suraksha Voluntary Blood Centre (Shabari Seva Samiti),Y.S.R.,Andhra Pradesh,AB-,7
Lakhimpur Medical College And Hospital Blood Centre,Lakhimpur,Assam,AB-,6
Udalguri Civil Hospital,Udalguri,Assam,AB-,7
Blood Centre Smk Civil Hospital Nalbari,Nalbari,Assam,AB-,7
TRANSFUSION MEDICINE AND BLOOD CENTRE AIIMS GHY,Kamrup,Assam,AB-,7
Blood Centre Barpeta Medical College and Hospital,Barpeta,Assam,AB-,7
Gnrc Institute Of Medical Sciences,Kamrup,Assam,AB-,7
Blood Centre Jorhat Medical College And Hospital,Jorhat,Assam,AB-,6
Blood Centre Nalbari Medical College And Hospital Nalbari,Nalbari,Assam,AB-,5
Blood Centre Dibrugarh Cancer Centre,Dibrugarh,Assam,AB-,7
North East Blood Centre And Research Centre,Nagaon,Assam,AB-,7
Tezpur Medical College And  Hospital,Sonitpur,Assam,AB-,7
Sadar Hospital Sitamarhi,Sitamarhi,Bihar,AB-,5
Sadar Hospital Siwan,Siwan,Bihar,AB-,7
Glocal Blood Centre,Bhagalpur,Bihar,AB-,7
"Ircs Blood Centre,Motihari",Purba Champaran,Bihar,AB-,1
"Lions Mahavir Cancer Sansthan Bloodcentre, Phulwarisharif, Patna",Patna,Bihar,AB-,5
Sadar Hospital bihar Sharif,Nalanda,Bihar,AB-,7
Krishna Devi Prasad Kejriwa Hospital Blood Bank,Muzaffarpur,Bihar,AB-,7
Dr. Hedgewar Blood Center,Darbhanga,Bihar,AB-,6
Madhubani Medical College Hospital Madhubani,Madhubani,Bihar,AB-,7
Sadar Hospital Jamui,Jamui,Bihar,AB-,7
Motihari Blood Cetre,Purba Champaran,Bihar,AB-,7
M/s Samastipur Blood Centre,Samastipur,Bihar,AB-,7
Maa Sheela Blood Centre Darbhanga,Darbhanga,Bihar,AB-,7
Blood Centre Duncan Hospital,Purba Champaran,Bihar,AB-,6
SKMCH Muzaffarpur,Muzaffarpur,Bihar,AB-,6
Vatsalya Blood Centre,Patna,Bihar,AB-,7
Narayana Medical College And Hospital,Rohtas,Bihar,AB-,7
Department Of Transfusion Medicine And Blood Centre Aiims,Patna,Bihar,AB-,7
Blood Bank And Research Center,Begusarai,Bihar,AB-,5
Government Medical College bettiah West Champaran,Pashchim Champaran,Bihar,AB-,7
Regional Blood Bank  DMCH Darbhanga,Darbhanga,Bihar,AB-,5
Sadar Hospital Hajipur,Vaishali,Bihar,AB-,7
Blood Centre ANMMCH Gaya,Gaya,Bihar,AB-,6
Sadar Hospital Nawada,Nawada,Bihar,AB-,7
"Blood Centre, Government Medical College And Hospital",Sector-32,Chandigarh,AB-,6
Rotary And Blood Bank Society Resources Centre,Dakshin Marg,Chandigarh,AB-,5
"Blood Centre, Govt. Multi Speciality Hospital",Gmsh Sector-16,Chandigarh,AB-,7
Lifeline Blood Centre,Rajnandgaon,Chhattisgarh,AB-,7
Government Medical College Rajnandgaon GMC,Rajnandgaon,Chhattisgarh,AB-,7
Blood Centre District Hospital Dhamtari,Dhamtari,Chhattisgarh,AB-,7
Apna Blood Centre,Raipur,Chhattisgarh,AB-,7
Aashirwad Blood Centre,Bilaspur,Chhattisgarh,AB-,7
Bilasa Blood Centre Bilaspur,Bilaspur,Chhattisgarh,AB-,6
Nmdc Project Hospital Blood Centre,Dantewada,Chhattisgarh,AB-,7
Sri Sathya Sai Sanjeevani Blood Bank,Raipur,Chhattisgarh,AB-,7
City Blood Centre,Raipur,Chhattisgarh,AB-,7
Sahayata Blood Centre,Balod,Chhattisgarh,AB-,7
Balco Medical Centre Blood Centre,Raipur,Chhattisgarh,AB-,7
Indian Red Cross Society Blood Centre Dadra And Nagar Haveli,Dadra & Nagar Haveli,Dadra And Nagar Haveli And Daman And Diu,AB-,7
"Blood Centre, Max Super Specialty Hospital, (A Unit Of Devki Devi Foundation)",South,Delhi,AB-,5
Blood Centre Guru Tegh Bahadur Hospital,Shahdara,Delhi,AB-,6
BRAHM SHAKTI BLOOD CENTRE North West,North West,Delhi,AB-,6
"Blood Centre, Maharaja Agrasen Hospital",West,Delhi,AB-,6
"Blood Centre, Deen Dayal Upadhay Hospital",West,Delhi,AB-,7
"Blood Centre, Escorts Heart Institute and Research Centre Ltd.",New Delhi,Delhi,AB-,1
Blood Centre Sant Parmanad Hospital,North,Delhi,AB-,6
Life Line Blood Centre A Unit Of Mata Roop Rani Maggo And Mahindru Hospital,New Delhi,Delhi,AB-,7
"Blood Centre, Institute Of Liver And Biliary Sciences",South West,Delhi,AB-,7
Blood Centre Saroj Super Speciality Hospital,North West,Delhi,AB-,7
Cribs Blood Centre,South,Delhi,AB-,7
Divine Charitable Blood Centre,East,Delhi,AB-,5
Central Polyclinic Blood Centre,East,Delhi,AB-,7
Lions Blood Centre Rbtc,North West,Delhi,AB-,7
Shree Aggarsain International Hospital Blood Centre,South West,Delhi,AB-,6
Freedom Blood Centre,North East,Delhi,AB-,7
"Blood Centre, Rajiv Gandhi Cancer Institute And Research Center",North West,Delhi,AB-,6
Kailash Deepak Hospital Blood Center,East,Delhi,AB-,7
"Blood Centre, Pushpawati Singhania Research Institute(For Liver, Renal And Digestive Disease)",South,Delhi,AB-,6
Max Super Speciality Hospital Dwarka,North West,Delhi,AB-,4
"Blood Centre, Max Super Specialty Hospital (A Unit Of Max Health Care Institute Ltd)",North West,Delhi,AB-,5
Blood Centre Of Triton Hospital,South East,Delhi,AB-,6
MAA SHEETLA CHARITABLE  BLOOD CENTRE Delhi,South,Delhi,AB-,7
"Blood Centre, Pitampura Blood Centre",North West,Delhi,AB-,7
"Blood Centre, Kasturba Gandhi Hospital",Central,Delhi,AB-,7
Blood Centre Bhagwan Mahavir Hospital,North West,Delhi,AB-,7
"Blood Centre, Swami Dayanand Hospital",North East,Delhi,AB-,5
Rotary Delhi Capitol Charitable Blood Centre,North East,Delhi,AB-,7
"Blood Bank, Max Super Specialty Hospital, (A Unit Of Balaji Medical And Disgnostic Research Centre)",East,Delhi,AB-,7
"Blood Centre, Hakeem Abdul Hameed Centenary Hospital",South,Delhi,AB-,7
"Goa Medical College, Blood Centre",North Goa,Goa,AB-,4
District Hospital Peddem,North Goa,Goa,AB-,7
M/s B K VOLUNTARY BLOOD CENTRE BANAS KANTHA,Banas Kantha,Gujarat,AB-,7
"Zydus Hospitals And Healthcare Research Private  Limited Blood Centre, Vadodara",Vadodara,Gujarat,AB-,7
"Nathani Voluntary Blood Centre,  Rajkot",Rajkot,Gujarat,AB-,7
"Blood Bank, GMERS Medical College and Hospital, Gotri",Vadodara,Gujarat,AB-,5
Muljibhai Patel Urological Hospital,Kheda,Gujarat,AB-,7
Jeevan Jyot Blood Centre Surat,Surat,Gujarat,AB-,6
"Indian Red Cross Society, Bhuj",Kachchh,Gujarat,AB-,3
GMERS MEDICAL COLLEGE ATTACHED GENERAL HOSPITAL,Gandhinagar,Gujarat,AB-,7
"Sir T. Hospital, Bhavnagar",Bhavnagar,Gujarat,AB-,2
Sardar Vallabhbhai Patel Institute Of Medical Science And Research Blood Centre,Ahmedabad,Gujarat,AB-,7
"A.D. Gorwala, Karamsad",Anand,Gujarat,AB-,4
G G Govt Hospital Blood Bank,Jamnagar,Gujarat,AB-,7
"Shree Sardar Smarak Hospital Blood Centre, Bardoli",Surat,Gujarat,AB-,7
Gujarat Cancer Medical College,Ahmedabad,Gujarat,AB-,6
"Bhoomi Voluntary Blood Centre, Palanpur",Banas Kantha,Gujarat,AB-,5
Kchrc,Vadodara,Gujarat,AB-,7
"Civil Hospital, Ahmedabad",Ahmedabad,Gujarat,AB-,6
"Medical Care Centre, Vadodara",Vadodara,Gujarat,AB-,7
"Smt. Sonalien A. Shah Blood Centre, Omkar Paramedical Trust, Botad",Botad,Gujarat,AB-,6
"Smt. Shardaben Hospital, Ahmedabad",Ahmedabad,Gujarat,AB-,4
"Indian Red Cross Society,Tarapur Taluka",Anand,Gujarat,AB-,7
"General Hospital, Porbandar",Porbandar,Gujarat,AB-,7
"Bhansali Trust Raktdan Kendra, Radhanpur",Patan,Gujarat,AB-,5
Blood Bank Gmers Medical College Hospital Vadnagar,Mahesana,Gujarat,AB-,6
"Indian Red Cross Society Choryasi Taluka Branch, Surat",Surat,Gujarat,AB-,7
N. M. Patel Blood Bank And Dr.A.C.Mapara Blood Component Center Bilimora,Navsari,Gujarat,AB-,7
Aroma Blood Centre Palanpur,Banas Kantha,Gujarat,AB-,6
Lifeline Blood Centre,Surendranagar,Gujarat,AB-,6
Shraddha Seva Blood Centre Surat,Surat,Gujarat,AB-,6
"Sarvoday Charitbale Trust Blood Centre, Kadi, Mehsana",Mahesana,Gujarat,AB-,7
"C. U. Shah Medical College And Hospital, Surendranagar",Surendranagar,Gujarat,AB-,7
Kiran Hospital Blood Centre,Surat,Gujarat,AB-,4
Sushrusha Blood Centre Navasari,Navsari,Gujarat,AB-,5
"Indian Red Cross Soceity, Amreli",Amreli,Gujarat,AB-,7
Dhwani Blood Centre,Vadodara,Gujarat,AB-,7
"Ahmedabad Raktdan Kendra (Voluntary), Ahmdedabad (Formerly Known As Mahagujarat Blood Bank)",Ahmedabad,Gujarat,AB-,7
Unity Blood Centre Surat,Surat,Gujarat,AB-,4
"Mehsana Jaycees, Mehsana",Mahesana,Gujarat,AB-,3
Bhavnagar Blood Centre,Bhavnagar,Gujarat,AB-,5
"Shree Swaminarayan Sankar Dham Trust Sanskar Blood Centre, Morbi",Morbi,Gujarat,AB-,4
Nadiad Raktdan Kendra Blood Centre,Kheda,Gujarat,AB-,7
"Indian Red Cross Society Blood Centre, Kalol",Gandhinagar,Gujarat,AB-,7
"Indu Blood Centre , Vadodara",Vadodara,Gujarat,AB-,2
"Lok Samarpan Raktadan Kendra, Surat",Surat,Gujarat,AB-,4
"Shraddhadeep Pathology Lab  And Blood Centre, Gandhinagar",Gandhinagar,Gujarat,AB-,7
"Sumandeep Vidhyapith, Chandkheda",Ahmedabad,Gujarat,AB-,7
"Jivanjyot Blood Centre,  Bhuj",Kachchh,Gujarat,AB-,7
Kusumben Dhirajlal Charitbale Hospital Blood Centre,Ahmedabad,Gujarat,AB-,6
"Valsad Raktdan Kendra, Valsad",Valsad,Gujarat,AB-,3
"Blood Centre,  Shree Mahavir Health And Medical Relief Society, Surat",Surat,Gujarat,AB-,7
Zydus Blood Centre,Dahod,Gujarat,AB-,7
Indian Red Cross Society Ahmedabad Blood Bank,Ahmedabad,Gujarat,AB-,2
"Kiran  Blood Centre, Dahod",Dahod,Gujarat,AB-,7
Blood Centre Indian Red Cross Society Vadodara District Branch,Vadodara,Gujarat,AB-,6
Medical Superintendent of  GMERS Medical college & general Hospital  Sola,Ahmedabad,Gujarat,AB-,4
Blood Centre Parul Sevashram Hospital,Vadodara,Gujarat,AB-,6
Shree Ghanshyam Pathology Laboratory And Blood Centre,Anand,Gujarat,AB-,5
"Sardar Seva Trust, Unjha Nagrik Sahkari Voluntary Blood Centre, Unja",Mahesana,Gujarat,AB-,7
Blood Bank Ekta Foundation Trust Sanchalit Ekta Blood Centre,Mahesana,Gujarat,AB-,5
Shantabaa Medical College And General Hospital Blood Centre,Amreli,Gujarat,AB-,7
Indian Red Cross Society Gandhinagar,Gandhinagar,Gujarat,AB-,7
Sardar Vallabhbhai Patel Blood Centre,Surat,Gujarat,AB-,5
Unity Blood Centre,Bharuch,Gujarat,AB-,7
Savior Voluntary Blood Centre And Research Centre,Surat,Gujarat,AB-,7
"Aasha Blood Centre, Porbandar",Porbandar,Gujarat,AB-,7
"Visnagar Voluntary Blood Centre, Visnagar",Mahesana,Gujarat,AB-,3
"Jamnagar Voluntary Blood Centre, Jamnagar",Jamnagar,Gujarat,AB-,5
"GMERS Medical college &  general Hospital, Himmatnagar",Sabar Kantha,Gujarat,AB-,5
"BPS Govt. Medical College for Women, khanpur Kalan",Sonipat,Haryana,AB-,4
Blood Centre Kesho Ram Narati Devi Lehs,Kurukshetra,Haryana,AB-,7
Sarvodaya blood centre,Hisar,Haryana,AB-,6
Jims Blood Centre,Hisar,Haryana,AB-,6
Divine Charitable Blood Centre (Run By Jagriti Mahila Smaj Sewi Sansthan,Faridabad,Haryana,AB-,7
Manglam Blood Centre,Hisar,Haryana,AB-,7
The Medanta Blood Centre,Gurgaon,Haryana,AB-,2
Bapu Maghar Singh Ji International blood centre,Sirsa,Haryana,AB-,6
Mm Institute Of Medical Sciences And Research,Ambala,Haryana,AB-,7
Vardaan Charitable Blood Centre,Sirsa,Haryana,AB-,5
Sfg Blood Centre,Rohtak,Haryana,AB-,6
Dr Jai Dev Memorial Rotary Ambala hospital,Ambala,Haryana,AB-,6
Krishna Charitable Blood Centre,Kurukshetra,Haryana,AB-,7
City Charitable Blood Centre,Yamunanagar,Haryana,AB-,7
Blood Centre General Hospital Palwal,Palwal,Haryana,AB-,5
Sanjeevani Blood Centre (Ravindra Hospital),Panipat,Haryana,AB-,7
Rotary Blood Centre Gurugram,Gurgaon,Haryana,AB-,6
Medical College Agroha Hisar,Hisar,Haryana,AB-,4
Ssb Heart And Multispeciality Hospital,Faridabad,Haryana,AB-,6
Silver Streak Blood Centre,Gurgaon,Haryana,AB-,6
Fatehabad Manglam Blood Centre,Fatehabad,Haryana,AB-,7
Jj Blood Centre,Jhajjar,Haryana,AB-,7
General Hospital Blood Centre Lnjp Kurukshetra,Kurukshetra,Haryana,AB-,7
"Sgt Medical College, Hospital And Research Institute",Gurgaon,Haryana,AB-,6
Department Of Transfusion Medicine And Blood Centre,Jhajjar,Haryana,AB-,3
Sarvesh Blood Centre,Hisar,Haryana,AB-,6
General Hospital Blood Centre Rewari,Rewari,Haryana,AB-,4
"Blood Centre, Mm College Of Medical Sciences And Research, Ambala",Ambala,Haryana,AB-,7
Paras Hospitals Panchkula,Panchkula,Haryana,AB-,6
Metro Heart Institute,Faridabad,Haryana,AB-,2
Nidaan Blood Centre,Sonipat,Haryana,AB-,7
Blood Centre District Civil Hospital Jind,Jind,Haryana,AB-,7
Park Hospital (A Unit Of Aggarwal Hospital And Research Services Private Limited),Faridabad,Haryana,AB-,7
"Shri Joginder Memorial Charitable (Sjmc) Blood Centre, Rewari",Rewari,Haryana,AB-,6
Rewari Blood Centre (Shree Krishn Medical And Social Welfare Society),Rewari,Haryana,AB-,6
Arjh Blood Centre (A Unit Of Dr. Anant Ram Janta Hospital,Hisar,Haryana,AB-,7
"General Hospital, Jhajjhar",Jhajjar,Haryana,AB-,6
Noble Blood Centre,Kaithal,Haryana,AB-,7
Lions Blood Bank,Gurgaon,Haryana,AB-,7
Bhagwan Das Hospital Blood Centre,Sonipat,Haryana,AB-,6
General Hospital Blood Centre Sirsa,Sirsa,Haryana,AB-,6
Sdch Mandi Dabwali,Sirsa,Haryana,AB-,7
Ashirwad Blood Center Gurgaon,Gurgaon,Haryana,AB-,7
Nirmal Institute Of Medical Sciences,Karnal,Haryana,AB-,6
"Kalpana Chawla Medical College & Hospital, Karnal",Karnal,Haryana,AB-,6
Blood Centre Fims,Sonipat,Haryana,AB-,7
Hansi Manglam Blood Centre,Hisar,Haryana,AB-,7
Park Blood Centre,Panipat,Haryana,AB-,7
"Aashirwad Blood Centre ( A Unit Of Rj Super Speciality Hospital, Bahadur Garh)",Jhajjar,Haryana,AB-,7
Blood Centre General Hospital Fatehabad,Fatehabad,Haryana,AB-,7
"Blood Centre, M/S. Aarvy Healthcare Pvt. Ltd.",Gurgaon,Haryana,AB-,7
BCSU ZH MANDI,Mandi,Himachal Pradesh,AB-,7
"Regional Hospital, Una",Una,Himachal Pradesh,AB-,7
Maharishi Markandeshwar Medical College And Hospital,Solan,Himachal Pradesh,AB-,7
Dr Radhakrishnan Government Medical College And Hospital Hamirpur,Hamirpur,Himachal Pradesh,AB-,6
Igmc,Shimla,Himachal Pradesh,AB-,6
All India Institute Of Medical Science Jammu,Samba,Jammu And Kashmir,AB-,7
Blood Bank DH Ganderbal,Ganderbal,Jammu And Kashmir,AB-,7
Jammu Blood Centre,Jammu,Jammu And Kashmir,AB-,7
Lal Ded Hospital Srinagar,Srinagar,Jammu And Kashmir,AB-,3
District Hospital kulgam,Kulgam,Jammu And Kashmir,AB-,6
M/S MMABM AH GMC Anantnag,Anantnag,Jammu And Kashmir,AB-,7
Blood Bank Dist Hospital Ramban jammu,Ramban,Jammu And Kashmir,AB-,7
Govt Hospital Bone and Joint Surgery Barzullah,Srinagar,Jammu And Kashmir,AB-,6
BLOOD CENTRE AH GMC DODA,Doda,Jammu And Kashmir,AB-,5
Blood Bank District Hospital Handwara,Kupwara,Jammu And Kashmir,AB-,6
Plus Medicare Hospitals Private Limited,Srinagar,Jammu And Kashmir,AB-,6
SADAR HOSPITAL DEOGHAR,Deoghar,Jharkhand,AB-,6
PMCH DHANBAD,Dhanbad,Jharkhand,AB-,6
SADAR HOSPITAL RAMGARH,Ramgarh,Jharkhand,AB-,6
Sadar Hospital Dumka,Dumka,Jharkhand,AB-,7
Narayan Blood Centre,Palamu,Jharkhand,AB-,7
NSMCH Blood Centre Jamshedpur,Saraikela-Kharsawan,Jharkhand,AB-,7
Maa Ram Pyari Super Speciality Hospital,Ranchi,Jharkhand,AB-,6
"Medanta Abdur Razzaque Ansari, Memorial Weavers Hospital Blood Centre",Ranchi,Jharkhand,AB-,7
State of Art Model Blood Center RIMS Ranchi,Ranchi,Jharkhand,AB-,7
Devkamal Hosptal And Research Centre,Ranchi,Jharkhand,AB-,7
Brahmananda Narayana Multispeciality Hospital Blood Centre Tamolia,Saraikela-Kharsawan,Jharkhand,AB-,7
Khaja Banda Nawaz Teaching And General Hospital Blood Centre,Kalaburagi,Karnataka,AB-,7
Vijayapur Blood Centre Vijayapur,Vijayapura,Karnataka,AB-,7
Karnataka Medical College And Research Institute,Dharwad,Karnataka,AB-,2
Medical College Hospital Blood Bank,Ballari,Karnataka,AB-,5
Sanjeevini Blood Bank,Tumkur,Karnataka,AB-,6
Medicare Multispecialty Hospital(Badgu Health Services Pvt Ltd.),Kalaburagi,Karnataka,AB-,7
